,Unnamed: 0,DBuid/IDidu, DBpop2016/IDpop2016, DBtdwell2016/IDtlog2016, DBurdwell2016/IDrh2016, DBarea2016/IDsup2016, DBir2016/IDri2016, DAuid/ADidu, DArplamx/ADlamx, DArplamy/ADlamy, DArplat/Adlat, DArplong/ADlong, PRuid/PRidu, PRname/PRnom, PRename/PRanom, PRfname/PRfnom, PReabbr/PRaabbrev, PRfabbr/PRfabbrev, FEDuid/CEFidu, FEDname/CEFnom, ERuid/REidu, ERname/REnom, CDuid/DRidu, CDname/DRnom, CDtype/DRgenre, ADAuid/ADAidu, ADAcode, CSDuid/SDRidu, CSDname/SDRnom, CSDtype/SDRgenre, SACtype/CSSgenre, SACcode/CSScode, CCSuid/SRUidu, CCSname/SRUnom, DPLuid/LDidu, DPLname/LDnom, DPLtype/LDgenre, CMAPuid/RMRPidu, CMAuid/RMRidu, CMAname/RMRnom, CMAtype/RMRgenre, CTuid/SRidu, CTcode/SRcode, CTname/SRnom, POPCTRRAPuid/CTRPOPRRPidu, POPCTRRAuid/CTRPOPRRidu, POPCTRRAname/CTRPOPRRnom, POPCTRRAtype/CTRPOPRRgenre, POPCTRRAclass/CTRPOPRRclasse,hasCloseStop
2613,453302,59153189001,115.0,59.0,50.0,0.0166,F,59153189,4021257.8149929,2005624.94941293,49.279395,-123.080188,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150054,54,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330057.02,5292,57.02,590973,973,Vancouver,1,4,1
2614,453303,59150383001,127.0,52.0,49.0,0.0158,F,59150383,4018839.75779663,2001621.19425216,49.237355,-123.083567,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150098,98,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330018.02,2956,18.02,590973,973,Vancouver,1,4,1
2617,453307,59150752003,97.0,50.0,38.0,0.0128,F,59150752,4020390.55711382,2005723.48607389,49.276498,-123.09135,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150054,54,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330057.02,5292,57.02,590973,973,Vancouver,1,4,1
2620,453310,59150407004,178.0,56.0,50.0,0.0201,F,59150407,4019959.71861188,2001698.08258942,49.242715,-123.070487,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150094,94,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.01,4270,34.01,590973,973,Vancouver,1,4,1
2623,453313,59153197003,0.0,0.0,0.0,0.0105,F,59153197,4022094.28705773,2005551.7912136,49.282362,-123.069562,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.01,5289,56.01,590973,973,Vancouver,1,4,1
2625,453319,59153183004,79.0,1.0,1.0,0.0182,F,59153183,4020769.81532345,2006263.80444531,49.28239600000001,-123.090252,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150041,41,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330058.0,2285,58.0,590973,973,Vancouver,1,4,1
2633,453327,59153185001,185.0,126.0,98.0,0.0179,F,59153185,4020903.69639539,2005864.39361205,49.279794,-123.086037,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150054,54,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330057.02,5292,57.02,590973,973,Vancouver,1,4,1
2637,453331,59153285002,190.0,71.0,66.0,0.0248,F,59153285,4019470.66705472,1999308.54308228,49.221672,-123.060946,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150121,121,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.01,620,14.01,590973,973,Vancouver,1,4,1
2638,453333,59150457003,61.0,23.0,22.0,0.0107,F,59150457,4018336.16261672,1999251.7782627,49.216412,-123.074327,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150122,122,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330003.01,5267,3.01,590973,973,Vancouver,1,4,1
2639,453334,59150754002,101.0,43.0,41.0,0.0142,F,59150754,4020491.69293374,2005928.7064206,49.278556,-123.091454,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150054,54,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330057.02,5292,57.02,590973,973,Vancouver,1,4,1
2640,453335,59153284003,177.0,65.0,55.0,0.0266,F,59153284,4019265.16015624,1999427.29789151,49.221744,-123.064205,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150121,121,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.01,620,14.01,590973,973,Vancouver,1,4,1
2642,453339,59150450002,168.0,53.0,48.0,0.0265,F,59150450,4019806.04701292,1999262.37140198,49.222727,-123.056582,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150123,123,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330015.02,2954,15.02,590973,973,Vancouver,1,4,1
2643,453341,59151478001,103.0,40.0,34.0,0.0252,F,59151478,4020591.45192993,1999145.92499793,49.225131,-123.046309,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150123,123,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330015.02,2954,15.02,590973,973,Vancouver,1,4,1
2644,453342,59150461001,168.0,59.0,51.0,0.0225,F,59150461,4018012.11738834,1999306.47070915,49.215472,-123.078607,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150122,122,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330003.01,5267,3.01,590973,973,Vancouver,1,4,1
2646,453346,59150457001,174.0,62.0,50.0,0.0249,F,59150457,4018336.16261672,1999251.7782627,49.216412,-123.074327,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150122,122,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330003.01,5267,3.01,590973,973,Vancouver,1,4,1
2653,453358,59153295003,0.0,0.0,0.0,0.0301,F,59153295,4019970.52308163,1999627.5912,49.226324,-123.056952,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150123,123,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330015.02,2954,15.02,590973,973,Vancouver,1,4,1
2658,453363,59150465004,89.0,31.0,26.0,0.01,F,59150465,4018288.66074256,1999871.50346864,49.22113,-123.07891399999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150112,112,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330013.04,2443,13.04,590973,973,Vancouver,1,4,1
2659,453364,59153286001,222.0,67.0,59.0,0.0303,F,59153286,4019595.04958165,1999747.41693706,49.225684,-123.062279,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150111,111,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330014.02,633,14.02,590973,973,Vancouver,1,4,1
2672,453379,59153482001,605.0,480.0,335.0,0.0097,F,59153482,4018717.55014,2007997.01441,49.28744,-123.126402,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150035,35,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330066.0,2293,66.0,590973,973,Vancouver,1,4,1
2679,453390,59150850002,417.0,247.0,195.0,0.0086,F,59150850,4018873.49496507,2007978.04788532,49.287952,-123.124387,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150035,35,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330066.0,2293,66.0,590973,973,Vancouver,1,4,1
2685,453398,59153671001,419.0,299.0,285.0,0.0157,F,59153671,4018380.689115,2008047.371655,49.286409,-123.130816,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2689,453402,59150816001,318.0,214.0,207.0,0.0127,F,59150816,4018026.47857501,2008075.666775,49.285128,-123.135296,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150034,34,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330063.0,2290,63.0,590973,973,Vancouver,1,4,1
2690,453403,59153995001,150.0,84.0,75.0,0.0108,F,59153995,4018968.66587932,2008024.50012021,49.288725,-123.123534,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150035,35,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330066.0,2293,66.0,590973,973,Vancouver,1,4,1
2693,453412,59150846002,594.0,414.0,389.0,0.0132,F,59150846,4018121.38578185,2008135.03614728,49.286003,-123.134531,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150034,34,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330063.0,2290,63.0,590973,973,Vancouver,1,4,1
2698,453418,59150406001,135.0,47.0,46.0,0.0164,F,59150406,4019945.05587423,2001499.55331469,49.241077,-123.069379,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150094,94,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.01,4270,34.01,590973,973,Vancouver,1,4,1
2706,453428,59153307003,103.0,42.0,40.0,0.017,F,59153307,4020636.32365564,2001747.19217509,49.245974,-123.0626,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150088,88,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.02,4271,34.02,590973,973,Vancouver,1,4,1
2738,453522,59153299001,178.0,60.0,57.0,0.0227,F,59153299,4019565.35140289,2000935.01269929,49.234985,-123.070327,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150094,94,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330018.01,2955,18.01,590973,973,Vancouver,1,4,1
2750,456207,59153188010,252.0,86.0,85.0,0.0138,F,59153188,4020892.93418001,2005518.86811,49.277005,-123.083927,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150054,54,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330057.02,5292,57.02,590973,973,Vancouver,1,4,1
2751,456227,59153834001,618.0,383.0,315.0,0.0163,F,59153834,4017784.04978566,2006748.46397218,49.273566,-123.129618,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150046,46,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.07,2469,59.07,590973,973,Vancouver,1,4,1
2752,456229,59150823003,475.0,310.0,300.0,0.0182,F,59150823,4017922.16060001,2007740.63027,49.282026,-123.134386,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150042,42,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330060.01,5297,60.01,590973,973,Vancouver,1,4,1
2753,456266,59154000005,0.0,0.0,0.0,0.0285,F,59154000,4018994.60251788,2006340.69025159,49.275472,-123.112289,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.14,1295,59.14,590973,973,Vancouver,1,4,1
2754,456269,59154002001,942.0,471.0,444.0,0.0179,F,59154002,4019716.53857669,2005972.87069412,49.275617,-123.101144,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150048,48,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.14,1295,59.14,590973,973,Vancouver,1,4,1
2755,456290,59153849002,370.0,283.0,215.0,0.0176,F,59153849,4018263.01875992,2007268.95245805,49.279731,-123.127188,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150312,312,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.1,2472,59.1,590973,973,Vancouver,1,4,1
2759,456516,59151215009,5.0,1.0,1.0,0.0012,F,59151215,4018573.42368523,1997981.98148627,49.207338,-123.063235,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59040,Vancouver South / Vancouver-Sud,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150128,128,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330002.04,2439,2.04,590973,973,Vancouver,1,4,1
2760,456557,59150820003,534.0,367.0,361.0,0.0132,F,59150820,4017686.881175,2007992.46749001,49.283025,-123.138875,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150034,34,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330061.0,2288,61.0,590973,973,Vancouver,1,4,1
2763,456620,59153171005,742.0,527.0,519.0,0.0178,F,59153171,4017657.43513,2007448.05,49.27858,-123.135697,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150042,42,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330060.02,5298,60.02,590973,973,Vancouver,1,4,1
2764,456661,59150819003,415.0,331.0,284.0,0.0134,F,59150819,4017815.68671,2008011.14526,49.283721,-123.137434,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150034,34,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330061.0,2288,61.0,590973,973,Vancouver,1,4,1
2765,456670,59150793003,981.0,725.0,712.0,0.0223,F,59150793,4017886.69534,2007315.64866,49.278503,-123.132056,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150042,42,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330060.02,5298,60.02,590973,973,Vancouver,1,4,1
2767,456779,59153679002,417.0,284.0,277.0,0.024,F,59153679,4018150.29505169,2007598.30952582,49.281866,-123.130694,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330064.0,2291,64.0,590973,973,Vancouver,1,4,1
2768,456812,59153581001,503.0,272.0,247.0,0.019,F,59153581,4020086.41197248,2006629.05843233,49.282395,-123.100914,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
2769,456886,59153681001,966.0,657.0,626.0,0.0238,F,59153681,4018474.348625,2007683.27698001,49.283917,-123.127315,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2770,456901,59153670001,705.0,460.0,456.0,0.0168,F,59153670,4018426.133595,2007904.55771501,49.285468,-123.129337,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2772,456916,59150747006,152.0,79.0,78.0,0.0431,F,59150747,4020504.46782184,2004034.76485293,49.263575,-123.079019,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150062,62,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.04,5284,50.04,590973,973,Vancouver,1,4,1
2773,456924,59153677001,412.0,313.0,258.0,0.0154,F,59153677,4017960.23514,2007919.9605900003,49.283611,-123.135089,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330064.0,2291,64.0,590973,973,Vancouver,1,4,1
2776,457002,59153683002,727.0,550.0,451.0,0.023,F,59153683,4018477.97474355,2007508.63223164,49.282547,-123.126137,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2778,457025,59150850010,1035.0,585.0,523.0,0.0183,F,59150850,4018873.49496507,2007978.04788532,49.287952,-123.124387,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150035,35,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330066.0,2293,66.0,590973,973,Vancouver,1,4,1
2779,457100,59153668001,366.0,258.0,246.0,0.0159,F,59153668,4018484.39966,2008079.90294,49.287108,-123.129769,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2780,457101,59153669001,513.0,248.0,239.0,0.0171,F,59153669,4018530.00658001,2007935.07139501,49.286152,-123.128275,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2781,457122,59153956001,658.0,495.0,476.0,0.0178,F,59153956,4018020.96800823,2008346.5953228,49.287255,-123.137123,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150034,34,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330063.0,2290,63.0,590973,973,Vancouver,1,4,1
2783,457240,59153679003,277.0,193.0,188.0,0.0242,F,59153679,4018150.29505169,2007598.30952582,49.281866,-123.130694,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330064.0,2291,64.0,590973,973,Vancouver,1,4,1
2784,457250,59153584005,200.0,39.0,34.0,0.01,F,59153584,4019582.85730043,2006916.81626352,49.282542,-123.108891,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150037,37,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330059.06,5296,59.06,590973,973,Vancouver,1,4,1
2785,457252,59153682002,337.0,239.0,227.0,0.0288,F,59153682,4018607.06950923,2007654.92485546,49.284256,-123.125521,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330065.0,2292,65.0,590973,973,Vancouver,1,4,1
2786,457264,59153684001,753.0,519.0,502.0,0.0225,F,59153684,4018328.3066229,2007453.05828675,49.28147,-123.127592,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59034,Vancouver Centre / Vancouver-Centre,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150040,40,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330064.0,2291,64.0,590973,973,Vancouver,1,4,1
